selector,classifier,k,feature,fold_selection_count
random_forest,logistic,20,MajorOperatingSystemVersion,3
random_forest,logistic,20,MinorImageVersion,3
random_forest,logistic,20,ResourcesMaxEntropy,3
random_forest,logistic,20,ResourcesMinEntropy,3
random_forest,logistic,20,ResourcesMinSize,3
random_forest,logistic,20,ResourcesNb,3
random_forest,logistic,20,SectionsMaxEntropy,3
random_forest,logistic,20,SectionsMinEntropy,3
random_forest,logistic,20,SizeOfInitializedData,3
random_forest,logistic,20,SizeOfStackReserve,3
random_forest,logistic,20,Subsystem,3
random_forest,logistic,20,VersionInformationSize,3
random_forest,logistic,20,ImportsNb,2
random_forest,logistic,20,ResourcesMaxSize,2
random_forest,logistic,20,SectionsMinRawsize,2
random_forest,logistic,20,ImportsNbDLL,1
random_forest,logistic,20,MajorLinkerVersion,1
random_forest,logistic,20,MajorSubsystemVersion,1
random_forest,random_forest,10,Characteristics,3
random_forest,random_forest,10,DllCharacteristics,3
random_forest,random_forest,10,ExportNb,3
random_forest,random_forest,10,ImageBase,3
random_forest,random_forest,10,MajorOperatingSystemVersion,3
random_forest,random_forest,10,MinorImageVersion,3
random_forest,random_forest,10,ResourcesMinSize,3
random_forest,random_forest,10,SectionsMaxEntropy,3
random_forest,random_forest,10,SizeOfStackReserve,3
random_forest,random_forest,10,VersionInformationSize,3
random_forest,random_forest,20,BaseOfData,3
random_forest,random_forest,20,Characteristics,3
random_forest,random_forest,20,DllCharacteristics,3
random_forest,random_forest,20,ExportNb,3
random_forest,random_forest,20,ImageBase,3
random_forest,random_forest,20,MajorOperatingSystemVersion,3
random_forest,random_forest,20,MinorImageVersion,3
random_forest,random_forest,20,ResourcesMaxEntropy,3
random_forest,random_forest,20,ResourcesMinEntropy,3
random_forest,random_forest,20,ResourcesMinSize,3
random_forest,random_forest,20,ResourcesNb,3
random_forest,random_forest,20,SectionsMaxEntropy,3
random_forest,random_forest,20,SectionsMinEntropy,3
random_forest,random_forest,20,SizeOfInitializedData,3
random_forest,random_forest,20,SizeOfStackReserve,3
random_forest,random_forest,20,Subsystem,3
random_forest,random_forest,20,VersionInformationSize,3
random_forest,random_forest,20,ImportsNb,2
random_forest,random_forest,20,ResourcesMaxSize,2
random_forest,random_forest,20,SectionsMinRawsize,2
random_forest,random_forest,20,ImportsNbDLL,1
random_forest,random_forest,20,MajorLinkerVersion,1
random_forest,random_forest,20,MajorSubsystemVersion,1
random_forest,svm,10,Characteristics,3
random_forest,svm,10,DllCharacteristics,3
random_forest,svm,10,ExportNb,3
random_forest,svm,10,ImageBase,3
random_forest,svm,10,MajorOperatingSystemVersion,3
random_forest,svm,10,MinorImageVersion,3
random_forest,svm,10,ResourcesMinSize,3
random_forest,svm,10,SectionsMaxEntropy,3
random_forest,svm,10,SizeOfStackReserve,3
random_forest,svm,10,VersionInformationSize,3
random_forest,svm,20,BaseOfData,3
random_forest,svm,20,Characteristics,3
random_forest,svm,20,DllCharacteristics,3
random_forest,svm,20,ExportNb,3
random_forest,svm,20,ImageBase,3
random_forest,svm,20,MajorOperatingSystemVersion,3
random_forest,svm,20,MinorImageVersion,3
random_forest,svm,20,ResourcesMaxEntropy,3
random_forest,svm,20,ResourcesMinEntropy,3
random_forest,svm,20,ResourcesMinSize,3
random_forest,svm,20,ResourcesNb,3
random_forest,svm,20,SectionsMaxEntropy,3
random_forest,svm,20,SectionsMinEntropy,3
random_forest,svm,20,SizeOfInitializedData,3
random_forest,svm,20,SizeOfStackReserve,3
random_forest,svm,20,Subsystem,3
random_forest,svm,20,VersionInformationSize,3
random_forest,svm,20,ImportsNb,2
random_forest,svm,20,ResourcesMaxSize,2
random_forest,svm,20,SectionsMinRawsize,2
random_forest,svm,20,ImportsNbDLL,1
random_forest,svm,20,MajorLinkerVersion,1
random_forest,svm,20,MajorSubsystemVersion,1
random_forest,xgboost,10,Characteristics,3
random_forest,xgboost,10,DllCharacteristics,3
random_forest,xgboost,10,ExportNb,3
random_forest,xgboost,10,ImageBase,3
random_forest,xgboost,10,MajorOperatingSystemVersion,3
random_forest,xgboost,10,MinorImageVersion,3
random_forest,xgboost,10,ResourcesMinSize,3
random_forest,xgboost,10,SectionsMaxEntropy,3
random_forest,xgboost,10,SizeOfStackReserve,3
random_forest,xgboost,10,VersionInformationSize,3
random_forest,xgboost,20,BaseOfData,3
random_forest,xgboost,20,Characteristics,3
random_forest,xgboost,20,DllCharacteristics,3
random_forest,xgboost,20,ExportNb,3
random_forest,xgboost,20,ImageBase,3
random_forest,xgboost,20,MajorOperatingSystemVersion,3
random_forest,xgboost,20,MinorImageVersion,3
random_forest,xgboost,20,ResourcesMaxEntropy,3
random_forest,xgboost,20,ResourcesMinEntropy,3
random_forest,xgboost,20,ResourcesMinSize,3
random_forest,xgboost,20,ResourcesNb,3
random_forest,xgboost,20,SectionsMaxEntropy,3
random_forest,xgboost,20,SectionsMinEntropy,3
random_forest,xgboost,20,SizeOfInitializedData,3
random_forest,xgboost,20,SizeOfStackReserve,3
random_forest,xgboost,20,Subsystem,3
random_forest,xgboost,20,VersionInformationSize,3
random_forest,xgboost,20,ImportsNb,2
random_forest,xgboost,20,ResourcesMaxSize,2
random_forest,xgboost,20,SectionsMinRawsize,2
random_forest,xgboost,20,ImportsNbDLL,1
random_forest,xgboost,20,MajorLinkerVersion,1
random_forest,xgboost,20,MajorSubsystemVersion,1
