selector,model,k,feature,fold_selection_count
variance_threshold,xgboost,10,CryptHashData,3
variance_threshold,xgboost,10,FindResourceExW,3
variance_threshold,xgboost,10,NtClose,3
variance_threshold,xgboost,10,NtDeviceIoControlFile,3
variance_threshold,xgboost,10,GetForegroundWindow,2
variance_threshold,xgboost,10,GetKeyState,2
variance_threshold,xgboost,10,LdrGetProcedureAddress,2
variance_threshold,xgboost,10,LdrLoadDll,2
variance_threshold,xgboost,10,NtDelayExecution,2
variance_threshold,xgboost,10,NtReadFile,2
variance_threshold,xgboost,10,ReadProcessMemory,2
variance_threshold,xgboost,10,CreateProcessInternalW,1
variance_threshold,xgboost,10,GetAsyncKeyState,1
variance_threshold,xgboost,10,NtReadVirtualMemory,1
variance_threshold,xgboost,10,SetFilePointer,1
variance_threshold,xgboost,20,CreateThread,3
variance_threshold,xgboost,20,CryptHashData,3
variance_threshold,xgboost,20,FindResourceExW,3
variance_threshold,xgboost,20,LdrLoadDll,3
variance_threshold,xgboost,20,NtClose,3
variance_threshold,xgboost,20,NtDelayExecution,3
variance_threshold,xgboost,20,NtDeviceIoControlFile,3
variance_threshold,xgboost,20,NtReadFile,3
variance_threshold,xgboost,20,NtReadVirtualMemory,3
variance_threshold,xgboost,20,NtResumeThread,3
variance_threshold,xgboost,20,SetFilePointer,3
variance_threshold,xgboost,20,CreateProcessInternalW,2
variance_threshold,xgboost,20,CryptCreateHash,2
variance_threshold,xgboost,20,GetAsyncKeyState,2
variance_threshold,xgboost,20,GetForegroundWindow,2
variance_threshold,xgboost,20,GetKeyState,2
variance_threshold,xgboost,20,GetSystemTimeAsFileTime,2
variance_threshold,xgboost,20,LdrGetProcedureAddress,2
variance_threshold,xgboost,20,NtOpenKey,2
variance_threshold,xgboost,20,NtWriteFile,2
variance_threshold,xgboost,20,Process32NextW,2
variance_threshold,xgboost,20,ReadProcessMemory,2
variance_threshold,xgboost,20,UuidCreate,2
variance_threshold,xgboost,20,__exception__,2
variance_threshold,xgboost,20,SetFilePointerEx,1
variance_threshold,xgboost,30,CreateThread,3
variance_threshold,xgboost,30,CryptCreateHash,3
variance_threshold,xgboost,30,CryptHashData,3
variance_threshold,xgboost,30,FindFirstFileExW,3
variance_threshold,xgboost,30,FindResourceExW,3
variance_threshold,xgboost,30,GetSystemTimeAsFileTime,3
variance_threshold,xgboost,30,LdrGetProcedureAddress,3
variance_threshold,xgboost,30,LdrLoadDll,3
variance_threshold,xgboost,30,NtClose,3
variance_threshold,xgboost,30,NtDelayExecution,3
variance_threshold,xgboost,30,NtDeviceIoControlFile,3
variance_threshold,xgboost,30,NtQueryInformationFile,3
variance_threshold,xgboost,30,NtReadFile,3
variance_threshold,xgboost,30,NtReadVirtualMemory,3
variance_threshold,xgboost,30,NtResumeThread,3
variance_threshold,xgboost,30,NtWriteFile,3
variance_threshold,xgboost,30,SetFilePointer,3
variance_threshold,xgboost,30,CreateProcessInternalW,2
variance_threshold,xgboost,30,GetAsyncKeyState,2
variance_threshold,xgboost,30,GetFileType,2
variance_threshold,xgboost,30,GetForegroundWindow,2
variance_threshold,xgboost,30,GetKeyState,2
variance_threshold,xgboost,30,GetNativeSystemInfo,2
variance_threshold,xgboost,30,GetSystemMetrics,2
variance_threshold,xgboost,30,LoadResource,2
variance_threshold,xgboost,30,NtDuplicateObject,2
variance_threshold,xgboost,30,NtOpenKey,2
variance_threshold,xgboost,30,NtOpenProcess,2
variance_threshold,xgboost,30,NtQuerySystemInformation,2
variance_threshold,xgboost,30,NtQueryValueKey,2
variance_threshold,xgboost,30,Process32NextW,2
variance_threshold,xgboost,30,ReadProcessMemory,2
variance_threshold,xgboost,30,SetErrorMode,2
variance_threshold,xgboost,30,SetFilePointerEx,2
variance_threshold,xgboost,30,UuidCreate,2
variance_threshold,xgboost,30,__exception__,2
variance_threshold,xgboost,30,GetFileAttributesW,1
